ID,Description
CVE-2011-1475,http piplining handled properly apache tomcat version gives remote attackers ability read responses intended clients examine application http packets seemed mistake result simple coding mistakes personally believe certain agile methods programming like paired programming proper testing could easily fixedthis issue started interesting see simply misplacing processor calls leaving try catch blocks implemented could leave sufficiently sized vulnerability
CVE-2016-3092,multipart stream area system check length boundary string means user potentially use extremely long boundary string cause denial service attack think coding mistake getting string input good practice check length string make sure cause problems think fix looks proper sets buffer size boundary length times two boundary string large helps prevent dos vulnerability think another good fix would directly append prefixes
CVE-2015-5351,apache tomcat includes web application called manager tool used deploy new web applications undeploy currently deployed web applications reload existing web applications perform operations change monitor availability user web applications another web application included apache tomcat host manager host manager used manage different virtual hosts server sharing wesites user tomcat server cve 2015 5351 refers vulnerability manager host manager web applications unauthenticated user attempting accessing index page either web applications would issued redirect server valid csrf token attacker may use token send requests web application which would considered invalid without token inclusion worth noting applications intended managing user apache server usually exposed internet changes made file housing vulnerability time introduction correction vulnerability finally fixed done person introduced VERVER years prior seems like one issues may lead bug lack eyes code component many maintainers maintainers interact often bugs contains likely last long time bug also good illustration damage caused technology secure default case jsps which create session client default regardless whether one needed
CVE-2018-11784,default servlet certain apache tomcat versions returned redirect directory e g redirecting foo user requested foo specially crafted url could used cause redirect generated uri attackers choice lack validation sanitization url left opening attackers exploit could extend url form url which user would redirected overall coding mistake specifically err assumptions pretty simple fix which shows something could avoided extensive tests written executed
CVE-2011-3190,certain versions apache tomcat vulnerable data breach due lack input sanitation processing requests ajp protocol connectors attacker create another request within existing message body allowing bypass authentication occurs specifically debug mode enabled developer test code edge cases may put system invalid state which ultimately caused design mistake
CVE-2017-5648,investigating bug VERVER noticed calls application listeners use appropriate facade object running untrusted application security manager possible application retain references request response objects thereby acces modify information associated another web application error page mechanism tomcat default servlet crafted http request could cause undesired side effects possibly including removal replacement custom error page major mistake led vulnerability design mistake exposes resource wrong control sphere providing unintened actors inappropriate access resource resources files directories may inadvertently exposed mechanisms insecure permissions program accidentally operates wrong object
CVE-2011-2729,jsvc abstraction layer allows java applications run unix easily vulnerablity service allow applications access files belonging superuser could password files superuser logs sysystem configuration etc requirements wrapper clearly specified proper unit tests could developed requirements wrapper inputs outputs associated data types ranges requirements also include error handled unit tests could include type safety guaranteed unit test could inject broad range bad data bad data types ensure unexpected behaviors bad data could include bad data types range values pointers point sections memory routines encapsulated programs malware
CVE-2016-6817,http 2 header parser found entered infinite loop header larger available buffer means denial service attack possible opinion coding mistake specific vulnerability based edge case time developers think would ever occur founder vulnerability barney2k7 discovered edge case trying parse header 30kb fix vulnerability involves increasing buffer size capacity less size header cwe entry mitigations which fix follows fix checks make sure size larger capacity increase capacity
CVE-2010-3718,tomcat web applications normally allowed access particular work directory user system applications granted read write permissions directory able use temporary files tomcat attribute dictates location directory prevent web applications changing work directory able modify attribute however result vulnerability applications able change attribute which meant malicious web applications could read write area user file system main mistake lead vulnerability lack testing author aware necessary set work directory attribute read however due way implemented actual code set attribute read ineffective fairly simple test able catch issue one potential mitigations cwe 269 carefully manage handling privileges fix created vulnerability seems employ mitigation proper way fortunately vulnerability fairly low impact exploitability scores confidentiality availability affected whatsoever result vulnerability however integrity affected since attacker able modify user files known reports vulnerability exploited since tomcat security team discovered issue able fix became bigger issue
CVE-2018-8037,async request completed time async timeout race condition existed could result user seeing response intended different user additional issue present connectors correctly track closure connection async request completed application timed container time could also result user seeing response intended another user essentially race condition timeout request undefined behavior responses would observed coding mistake accounting undefined edge case async request completed time async timeout fixes proper account async behavior interesting code bug bug fix surrounding code written one man must missed condition making sure async code exists tomcat covers async race condition crucial prevent similar bugs future
CVE-2009-3555,regulation transfer data within network open man middle remote attacks allow attacker inject data secure communication two parties remote attacker masquerade original party initiates communication allows attacker execute requests behalf victim sensitive data may compromised due inadequate inconsistent verification identities relation tomcat tomcat encrypts data along communication channel two parties tomcat supports renegotiation which allows user interact system authentication change status authenticated user also saving user activity data etc vulnerability comes remote attacker intercepts renegotiation poses user attacker able modify communication vulnerability product variety mistakes seemed lack testing commits mentioned testing general would ensure something works way intended work also coding mistakes resulted either end communications channel fully authenticated design mistake potentially factor could access entity properly checked authority
CVE-2011-1183,basic configurations tomcat web application set web xml file file includes config called login config which sets level security application whitelisting url based user role bug occurred configuration set configuration called metadata complete set true unintentionally allowing users bypass intended access restrictions http requests mistake seems mostly maintainability issue project reason say vulnerability introduced fix two completely seperate issues combination old logic given code produce unexpected new problems bug fixes leads beleive code difficult maintain especially given size number contributors prject
CVE-2011-1184,attackers look messages sent server client get autheticated information attacker use repeatedly sending server information server moment would authenticate attacker message sent correct username password server seen message used already old dropped message case server give attacker autheticated privlidges think problem comes coding mistake seems nonce usually sent authenticated default security libraries developer went around implement functionality could also design mistake design authentication planned idea nonce never came tell never came added full function check nonce end fix problem since user never able reuse authenticated message
CVE-2011-1088,apache tomcat java servlet container system helping run java servlets java servlets simple additions basic server help exend functionality tomcat uses two separete methods allowing developers enforce permissions urls one which servletsecurity annotation tomcat VERVER VERVER annotations ignored allowing user access route protected annotations freely accessable without protections authentication mostly coding bug annotations simply forgetten version VERVER tomcat security permissions enforced defined xml tomcat properly parse servletsecurity annotations within code security settings annotations enforced result shows oversight moving tomcat VERVER previous versions unaffected bug
CVE-2017-15706,documentation algorithm used module common gateway interface servlet match existing functionality could cause scripts execute expected caused scripts may executed unexpectedly caused previous fix bug mapping requests script paths documentation updated incorrectly biggest mistake seems simply proofreading documentation check documentation matches functionality system rewriting documentation quick complete way fixing issue
CVE-2009-2901,default tomcat automatically deploys directories placed host appbase behaviour controlled autodeploy attribute host which defaults true event failure encountered undeploying cleaning files remaining files left cleaned deployed result autodeployment process depending circumstances files normally protected one security constraints may deployed without security constraints making accessible without authentication issue affects windows platforms looks simple coding mistake developers assumed solid undeployment strategy logging validation verify war correctly stopping getting cleaned fix relates cwe 212 believe much better job verifying war related artifacts properly cleaned
CVE-2013-4444,vulnerability allows attackers upload execute javascript programs tomcat server tomcat security team views vulnerability important rather critical circumstances required occur limited implementation allowed unrestricted reading files obvious files checked scripting may allow remote code execution attackers using javascript files even research clear happened lead vulnerability checking edge cases might cause vulnerabilities outdated versions languages frameworks might compatible software built addition interesting fix focused fixing issue instead overall code cleanup included fix
CVE-2011-2204,apache tomcat use memoryuserdatabase load defined users groups roles memory data structure way tomcat implemented functionality mbean java management extensions jmx jmx built java technology provides architecture dynamically managing resources making overall system configurable context mbean managed bean used represent memory database users memoryuserdatabasembean older versions tomcat using memoryuserdatabase create users unauthorized local user access sensitive user information e g passwords local logs sensitive user data filtered logging error information fact entire user object written log file event runtime error result malicious local user obtain sensitive information causing runtime error reading log file though vulnerability discloses sensitive information logs server side attacker able gain local file access server means able exploit tomcat file reading vulnerability could feasibly read log file unauthorized access sensitive user information opinion mistake made developer simple straightforward coding requirements oversight generally logging developer want much useful information possible help debug likely developer assumed would fine write entire user object log event runtime error instead writing username mean often would exception thrown would even try read logs developers would know look developer likely think possibilities went conceptually simpler print whole object approach instead taking time consider logging information needed
CVE-2016-8747,regression introduced java class refactored use standard bytebuffer class rather byte array issue cleanup code which prepares buffer next http request faulty cleanup logic information could leak http requests coding mistake resulted refactor using regular java array byte type bytebuffer introduced java VERVER seem sufficient justification change bytebuffer significant performance enhancing features unfortunately seems case developer well versed new technology performing refactoring hinted follow commits author author attempted drop new code place old notice subsequent operations required manipulate bytearray class pointers
CVE-2017-7675,vulnerability involves processing http request one path parameters url ability traverse outside folder module pointing depending url string user passes server ultimately happens particular parameter maybe others number existing security checks skipped implementation based comments surrounding original implementation well brief history commits revolving around chunk code containing vulnerability lack targeted unit tests vulnerability certainly caused lack proper risk assessment comment like almost certainly wrong needs decoded seems like part code receive proper amount attention determine may lead vulnerabilities properly tested
CVE-2017-12616,use class virtualdircontext which intended expose multiple directories filesystem single webapp made possible attacker insert specially crafted request would enable bypass security constraints view source code javaserver pages enough testing able catch unexpected behavior fix upgrade latest release which seems like reasonable solution since vulnerability patch requires minor release upgrade thing made vulnerability particularly bad since gave access source code opened jsps attacks
CVE-2009-3548,windows installer apache tomcat uses blank default password administrative user which allows remote attackers gain privileges easily obviously aggergious gives anyone admin access without provide credentials appears design issue way engineers designed system vulnerability inherent keep mind core security principle secure default someone investigating security found issue VERVER years later patched even mentioned response vulnerability report system behaved contrary described docs contrast actual system behavior docs clear midcommunication within team mitigation simply modify default password blank mitigation seems sufficient within scope vulnerability
CVE-2016-4461,vulnerability stems improper input validation within apache struts relation ognl formally known object graph navigation language ognl expression language used access mutate java object properties well interact forms metadata instance ognl expression evaluation operator used force double evaluation struts data object attribute double evaluation expression string evaluated code output also evaluated code without defined base case process recurse indefinitely respect apache struts malicious actor provide string containing evaluated later point time forces double evaluation event malicious actor encodes program instructions within provided string input vulnerability allows arbitrary code execution within system important note vulnerability stems incomplete solution prior issue apache version VERVER classified s2 029 apache wiki cve 2016 0785 overall vulnerability stems failure consider security principle secure default failure consider malicious use ognl language especially forcing expression evaluations using syntax shows adequate threat modeling done preparation integrating feature likewise failure account potential malicious inputs executing expressions signifies lack consideration increased attack surface results complex inputs considering predecessor issue s2 029 supposed fixed version VERVER release fact issue appeared s2 036 proves lack understanding regards core issue
CVE-2018-1327,struts rest plugin uses library called xstream serialization deserialization java objects xstream library vulnerable dos attacks malicious request sent crafted xml file vulnerability affects struts versions VERVER VERVER mistake apache struts developers made fully distrusting isolating third party library ever implement library project inherit vulnerabilities library future important input libraries properly validated sanitized
CVE-2016-3087,instead writing action every method user could map character method name suffix prefix enabled allowed remote attackers execute arbitrary code via vectors related operator rest plugin mistake made implementation developer simply validate user input sequential remote attackers allowed toexecute arbitrary code via vectors related operatot rest plugin
CVE-2014-0050,vulnerability allows infinite loop occur meaning program thus vulnerable dos denial service attack exploit would come form sending http request content type header extremely high length would say would coding mistake implementation piece code author mentioned git log attempted account sneaky boundary cases goes show sneaky bug stemming input certain length said difficult blame programmer given vulnerability could exploited attack vector specifically meant strange unlikely
CVE-2016-3082,application allows parsing arbitrary stylesheet provided path stylesheet implementation allowed sheet location included parameter http request using parameter request path resource allowed potential remote code execution vulnerability appears result security oversight providing way http request pass location stylesheet kind issue mitigated future validating document type content uploaded files specific case ability pass file location http request determined unnecessary code blindly used path provided location parameter request removed
CVE-2016-2162,apache struts framework uses i18ninterceptor allow users developers switch language used framework application built top problem interceptor perform validation user input accepting arbitrary strings which used developer display language selected user however framework expose value directly ui means vulnerability exploitable developer explicitly puts string locale object onto page seems like design issue developer account method contracts java locale library since locale perform validation automatically developers also user input left unchecked carried rest program led developer using struts vulnerable xss access locale object directly ui code
CVE-2017-9805,cve 2017 9805 security vulnerability could allow execution arbitrary code xml read system vulnerable module received xml payload properly validate means could receive malicious payload could execute arbitrary code vulnerability mostly design mistake developer consider input could potentially malicious could dangerous deserialized xml handler properly validate input deserialization occurs leading potential execution arbitrary code page cwe 502 suggests validating input creating new object store deserialized data fix vulnerability involved 1 upgrading dependancy used xml deserializing 2 creating whitelist allowed class names whitelist validates input trustworthy creating object class instance attempting created list trusted class names created interesting vulnerability found demonstration security service automatically queries open source repositories security vulnerabilities quickly fixed also annouce vulnerability fixed public bug reports anything signify existed also missing security tests could prevented vulnerability occuring first place
CVE-2013-2134,using wildcard matching using generic case match specific case provided attacker execute inject java code source code think mistake made lack consideration unsanitized inputs consideration fact wildcard action would allow attackers send unsanitized unmonitored inputs developers would coded defensively begin short design mistake allow layer code directly interacting inputs sanitized design phase defense layer inputs could get sanitized sent rest code brought
CVE-2014-0116,fix applied previous update account wildcard operator missing operator appropriate blacklist disallowed inputs allowed attackers bypass safeguards place craft exploits system correct sanitization regex pattern present another class parametersintercepter reimplemented incorrectly cookieinterceptor code smell duplicate code suggests lack due diligance developer search pre existing solutions communicating effectively team members issue went unnoticed large part due robust unit tests bad inputs vulnerabilities like prevented future following principles like dry repeat creating extra tests vulnerabilities discovered
CVE-2017-12611,rce remote code execution attack possible developer using wrong construction freemarker tags freemarker template engine used generate html good example code problematic mean obvious code implemented VERVER show problematic VERVER simple fix could implemented VERVER class developed seems small write mean become big later
CVE-2013-2251,action redirect parameters added streamline navigation buttons within forms however methods took unsafe client side input executed without sanitization allows malicious actor execute arbitrary object graph navigation language ognl expressions remote code execution vulnerability inputs sanitized defense depth applied lead remote code execution completely unacceptable developers introduced additional inputs previous code yet sanitization done done previous inputs future developers look security practices implemented similar portions project projects
CVE-2011-3923,apache struts parameterinterceptor class properly handle specific user supplied inputs http requests improper handling requests allowed remote user bypass security measures perform exploit vulnerability using ognl object graph navigation language expressions modify server side resources potentially run arbitrary java code target system feel mistakes made led vulnerability based coding developers simply forgot handle edge case which presence parentheses construct make ogln calls chosen cwe vulnerability cwe 94 marks input validation testing couple possible mitigations case cve struts development team already degree required handle vulnerability tests existed area code characters also blacklisted requests characters needed fully elminiate possbility malicious ogln code execution
CVE-2015-5209,struts server performing adequate input validation request parameters allowed remote user create request referencing object represents root execution context remote user could use root object bypass security restrictions perform remote code execution struts server includes modifying internal state target application affecting container settings altering user sessions mistake made led vulnerability likely requirements misunderstanding omission actual code input validation appears work expected since processing request parameters allows access critical application state cleverly made request could access modify state fix made vulnerability looks proper additional unit tests check specific vulnerability future could prevented designing system allow reflection http parameters explicitly specified code require parameters conform framework defined whitelisted format well defined blacklist contains critical objects could accessed project performing input validation well attack surface validation knowing check request parameters well cookies
CVE-2016-6795,url provided user fully validated which could cause server let attacker go locations permitted view even inject code execute remotely looks like coding mistake validating valid secure url hard something checking one first things teams checked upadating validator tell one commit code merged master without fully checked commit found interesting commits section
CVE-2016-0785,vulnerability allows remote arbitrary code execution apache struts uses language called object graph navigation language ognl ognl open source expression language allows easy manipulation properties setting default properies struts one property assigned multiple times forced apache struts perform double evaluation value attributes assigned certain tags allowed remote attackers send crafted attribute data would evaluated twice allows execution arbitrary code code would system privileges target service mistakes led vulnerability first one simple coding mistake line code written twice different commits duplicate line committed author likely see first line could copy paste mistake well second mistake sanitizing attributes associated tags design flaw fixes vulnerability appear fixed error
CVE-2017-7672,vulnerability may overload server process specially crafted url special url put form field validated using struts built urlvalidator validation may cause dos url validation done using regular expressions vulnerability affects struts versions VERVER VERVER checkout cve 2017 9804 cve 2016 8738 similar cves believe mistake design unit tests designed well enough cover possibilities dos see cve 2016 8738 cve 2017 9804 information
CVE-2017-5638,apache struts utilizes multipart parsers handle http post requests two types available jakarta pell jakarta multiparser one vulnerability generates exception parsing content type raises exception includes invalid data error message parsing input treating parsed result ognl expression potential remote code execution coding mistake lead vulnerability introduced one commit mistake introducing new code testing completely quick fix update different version struts code fix implemented exploited attackers original author pushed code intended improve error handling introducing new class store handle error unit tests updated test potential remote code execution
CVE-2014-0094,apache struts could allow remote attacker bypass security restrictions caused error excluded parameters accessable user input attacker could invoke specific method remote java server specifying url java objects getclass method returns object class which unauthenticated attacker could access manipulate disclosing private class information possibly load malicious class file mistakes reported design flaw maintainability design flaw years development parameters users able access changed security measures ment protect user input must stay date avoid allowing users access unintended functionality users allowed input parameters intended use importantly parameters blocked accessed unintended times
CVE-2012-4386,validation which checks tokens struts insufficient allowing malicious user craft csrf attack adding token choosing url token would saved system without error checking thing stuck vulnerability attack vector come user parameter attack occurs user takes value set developer name url query parameter hijacks setting new specially crafted value which creates cross site request forgery important note even though developer chooses query parameter names modified simple keystrokes browser address bar also validated
CVE-2016-4465,apache struts VERVER potential denial service attack due unhandled exception vulnerability occurs built url validator attacker chooses input null value url field cause server process overload crash due unhandled exception definitely coding mistake whoever created regular expression attempt sanitize input urls forgot able check possible improper inputs cwe recommended mitigation vulnerability sanitize incoming input strings allow null bytes null characters get trouble originally due complex nature possible valid urls meaning creating regular expression check improper urls fairly daunting task prevent issue similiar situations future would recommend create list blacklisted symbols phrases possible malicious inputs test one created regex verify sanitizes input correctly
CVE-2010-1870,vulnerability allows remote attackers modify server side context objects allowed permissive whitelist http parameters which converted java code using open source expression language whitelist disallowed which sensitive character context variables issue whitelist account java unicode representation u0023
CVE-2013-1966,url requests containing parameters properly handled sanitized allowed malicious code apache object graph navigation language ognl executed typing commands url parameters two major mistakes likely led vulnerability created first importing xwork files without fully considering vulnerabilities may create second input url parameters which easily modifiable properly sanitized which allowed code executed easily which major problem software systems
CVE-2014-7809,due ineffective random number generator observing previous authentication token allows attackers predict next authentication token effectively bypass cross site request forgery protections would classify issue simple coding mistake developers likely went non cryptographically secure random number generator habit perhaps realize potential risk associated using normal pseudorandom number generator also think fix proper simple issue simple fix used
CVE-2013-4316,struts VERVER introduced new feature called dynamic method invocation dmi allowed developers call specific public methods passing url exclamation point opened possibilty users call methods abusing feature abusing simple modifying url request http example com route method1 would call function method1 http example com route method2 would call method2 instead opening many potential attack vectors dmi defaulted struts versions VERVER VERVER users warned potential security risks leaving enabled big mistake contributed defaulting potentially insecure configuration option defaulting dynamic method invocation users prior warning vulnerabilities potentially introduced defaulted whitelist included default users would still opt insecure option
CVE-2015-1831,issue cve input validation checking user types apache version VERVER specifically excludeparams function added overrode patterens another function called defaultexcludedpatternschecker allowed attackers input expressions gain access excluded classes package names could compromise internal state appliction problem caused poor design mistake example choice excludeparams function override patterens defaultexcludedpatternschecker caused issue likely missed due lack oversight code reviews would helped catch issue
CVE-2011-1772,multiple vulnerabilities allowed attackers execute xss attacks executing potentially harmful outside scripts using input contains existing action method name request parameters used dynamically generate action name escaped raw input parsed code way leaves attack vectors open vulnerabilities addition bug underlying xwork code added system code thoroughly tested analyzed vulnerabilities added project
CVE-2017-15707,struts using outdated library order read process json files result special type json file could created could cause denial service dos attack since library outdated longer supported problem would never resolved main mistake made keeping around old outdated libraries still using despite receiving security updates team began using library VERVER stop using discovered user could cause dos attack team seems taken proper initiatve replacing old library new one jackson still worked receiving security updates take time switch things using jackson though seen later commits showing switching jackson two months initial switch made also noted instead fully removing ability use outdated json lib library instead leave optional thing jackson acting defualt json reader seem making proper steps towards preventing vulnerability still work mention removing json lib optional team good reason keep json lib though may applications teams developed use struts json lib
CVE-2013-1965,vulnerability xwork core library struts VERVER ognl code expression language which get set fields call methods java could injected parameter name although partially handled earlier bug fixes s2 003 s2 005 s2 009 fixes account specific case which parameter name could still evaluated ognl code redirect sort double evaluation problem which caused vulnerability one design conclusion eventually reached ognl evaluation xwork core simply easily implemented secure manner multiple attempts sanitize input solution disable ognl evaluation default additionally multiple attempts fixes show testing may thorough enough push fixes production new edge cases kept popping requiring small adjustments final solution reached
CVE-2014-0112,excluded parameter pattern intoduced earlier apache version block access getclass method detailed enough special requests could allow attacker circumnavigate blocker also cookieintercrptor object vulnerable kind attack configured accept cookies exists incomplete previous fix biggest issue vulnerability previous vulnerability fix tested thoroughly vulnerability cve 2014 0094 cause multiple vulnerabilties afterward cve 2014 0112 cve 2014 0113 cve 2014 0114 name showed lack unit testing acceptance testing addition bug fix thankfully researching take long vulnerabilities started finished ensure testing done thoroughly future multiple reviewers code could implemented put multiple eyes fixes thus increasing chances bugs like caught
CVE-2017-9793,vulnerability located rest plugin apache struts which provides ability interface web applications rest plugin using outdated xstream library provides serializing objects xml vulnerable dos dos achieved crafted xml payload vulnerability affects apache struts versions VERVER VERVER VERVER VERVER see cve 2018 1327 cve 2017 9805 similar vulnerabilities vulnerability exploited due outdated library dependency rest plugin application utilizes ideal scenario avoid sort vulnerability restrict use third party dependencies mitigated either redesigning architecture plugin attempting design internal library thorougly tested production always important wary third party dependencies which constantly targeted attackers especially open source software like struts addition trust boundaries implemented application would validate input affects critical system functions deny anything trustful type vulnerability could avoided
CVE-2013-4310,struts VERVER controls actions using special prefix parameter body requests information read directly without validation providing correct information prefix parameter lead bypassing security security addressed design mapping actions specifically considering cross site scripting vulnerabilities may caused lack security requirements miscommunication since parts struts already implemented filtering mechanisms prevent happening developers could standardize reviewing code cross site scripting vulnerabilities enforce security reviews relevant commits
CVE-2018-11776,vulnerability allows remote code execution apache struts framework attackers inject namespace parameter http request attacker inject string complied struts object graph navigation language struts ognl language allows behavior struts highly customizable apache VERVER versions VERVER VERVER affected vlnerbility believe biggest lesson learned vulnerability take caution merging outside code distrust code like would distrust library framework use means understanding framework library works well putting trust boundaries merged code discovering vulnerability believe fix done properly fix properly sanitizes validates namespace which prevents injection taking place
CVE-2017-9804,vulnerability due uncomplete fix cve 2017 7672 crafted url overload server process validated using urlvalidator see cve 2017 7672 information vulnerability also similar cve 2016 8738 apache struts versions VERVER VERVER VERVER VERVER affected believe biggest lesson learn vulnerability make sure unit testing complete complete coverage every possible input impossible testing cover much possible fix unit tests covered potential cases dos another lesson learned careful regex regex exremely powerful make sure know exactly difficult becomes long like case urlvalidator
CVE-2017-9791,using struts actionmessage development team recommended use string concatenation get resource key akin os command injection sql injection string concatenation leads modifying underlying instructions vulnerability never patched development team simply put bulletin along code example educate developers fix vcc website possible perform rce attack malicious field value using struts VERVER struts VERVER plugin struts VERVER action value part message presented user e using untrusted input part error message actionmessage class
CVE-2016-4433,properly made request struts allow attacker bypass permissions conduct redirection attack redirection attack attacker control page redirect user may example redirect fake login page intended harvest username password user likely trust fake page given came trusted page looking fix notice disallowing arithmetic expressions perhaps plus symbols expanded spaces later example causing issues looking test added fix commit expects method call booscope myclass default scope bootscope init fail given syntax appears allow arbitrary method calls remote source seems like use design flaw apache forever plugging holes system instead app required define input paths instead letting client whatever wants real way think avoid future feature like ognl instead require app define endpoints like spring app
CVE-2013-2135,struts performing adequate input validation mapping requests controllers certain configurations request url included crafted input form templating language used struts ognl would unintentionally evaluated evaluation allowed arbitrary java code execution occur vulnerability made possible lack input validation double evaluation issue templating language parser two issues involved vulnerability seem fall two different mistake categories lack input validation likely design issue considering dynamic inputs double evaluation issue falls coding mistake made possible implementation error parser
CVE-2016-8738,vulnerability may overload server process specially crafted url special url put form field validated using struts built urlvalidator validation may cause dos url validation done using regular expressions vulnerability affects struts versions VERVER VERVER checkout cve 2017 9804 cve 2016 7672 similar cves believe biggest lesson learn vulnerability make sure unit testing complete complete coverage every possible input impossible testing cover much possible especially case creating fix vulnerability fixed completely led cve 2017 7672 cve 2017 9804 always create new tests make fix done correctly another lesson learned careful regex regex exremely useful make sure know exactly difficult becomes long like case urlvalidator
CVE-2016-4430,vulnerability cross site request forgery vulnerability which allow attackers perform arbitrary code execution regular expression used validate urls given user input allowed multiple characters present culprit character commonly used xsrf properly denied url could lack knowledge condition developer forgot fix proper limited character used certain way
CVE-2012-4387,request parameters handled struts VERVER effectively treated ognl expressions which may take time process sufficiently complex possible dos attacker might craft requests struts VERVER based application extremely long parameter names ognl evaluation parameter name consume significant cpu cycles thus promoting effectiveness dos attack caused properly validating user inputs translated complex expressions potential exploitation which would classify coding mistake critical overall function application extra care needed taken handle sensitive inputs number test cases written test different scenarios which completed aside redesign treats inputs differently appropriate solution problem
CVE-2013-2248,vulnerability struts allowed attacker use certain url parameters special meanings redirect redirectaction set value website automatically redirect user website vulnerability fixed removing code performed redirect actions entirely design mistake actions allowing redirects url parameters without requiring authentication dangerous given solution entirely remove behavior could said reduced attack surface noted user could reimplement behavior copy pasting pre fix code custom action mapper class vulnerability fundamentally still exists system however likely impossible remove behavior without disallowing desired functionality
CVE-2016-3081,remote user able execute arbitrary code targeted system possible dynamic method invocation enabled performed method prefix provides attacker ability pass malicious expression user input gain access system due lack sanitization case dynamic method invocation http parameters prefixed method words attacker specify method system execute specified url vulnerability classified high severity solved disabling dynamic method invocation possible think vulnerability result design mistake vulnerability occurs attackers execute command gives capability otherwise would attacker submits malicious expression system successful could execute arbitrary code dynamic method invocation particular problem disabling dynamic method invocation solve problem general mitigation assume input malicious use accept known good input strategy reject input conform specifications modify something
CVE-2016-3090,type attack specifically targeting flexible nature expression languages inject execute arbitrary code system expression language scripting like language allows access java methods similar way would normally e syntax apache made expression language mainly meant access data within object using getters setters called ognl object graph navigation language ognl built framework called antlr which parser help create simple languages issue ognl expression languages flexible prone injection attacks place types languages used often templating languages like jsp jsp allows use ognl access internal object data injected html created jsp typically issue injection attacks becaues user input affect templating languages anything else using expression languages however possible developer evaluate ognl user provided variables string concatenation done sanitization input becomes complicated hard determine actually sanitized precise sanitization depends project although hard find example type injection used vulerability underlying antlr framework ognl exploitable language used carefully even played equifax breach cve 2017 5638 issue presented mainly issue due adding classes sensitive information future without remembering update list sanitized inputs method access information based inputs overall design mistake list sensitive data updated separately isntead maintained senstive data added way might use annotations list sanitized data automatically determined based annotated fields object accessed could great feature ognl ignoring fields getters setters annotated certain annotation issue sanitization might even issue may however fix issue since hard know exactly type input caused vulnerability first place based new unit tests added fix
CVE-2016-4438,attacker execute code application possible passing malicious expression work denial service would ensue malicious expression could added chaining expression another means code would try execute one expressions ends input validation error input validation error user enter code excute arbitraury code failure code lead denial service seems classic case improper input validation lack input sanitization code input validation account chained expressions could avoided future testing greater range possible expressions
CVE-2013-2115,specially crafted request parameter could used inject arbitrary code which could used request parameter url anchor tag url anchor tag tries resolve every parameter present original request lets malicious users put arbitrary statements request parameter evaluated enable method execution execute arbitrary methods which bypasses library protections vulnerability introduced partial fix previously identified bug vulnerability due fundamental flaw design url rendering system subsequent fix VERVER fully address possible attack vectors rearchitecting url rendering subsystem pass vulnerable parameters changing allowstaticmethodaccess property immutable seemed completely fix original vulnerability reported 2010
